MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,Cloud9am,Cloud3pm,RainToday,RISK_MM,RainTomorrow,AverageTemp,AveragePressure,AverageHumidity,AverageWindSpeed
8.4,22.8,0,2.2,8.7,N,35,NE,NNE,1,5,No,0,No,17.9,1016.85,39.5,18.5
8.6,21.2,0,2.8,3.3,N,50,NNE,N,7,6,No,2.4,Yes,17.25,1011.45,50.5,21.5
9.8,22.3,2.4,2.4,7.2,NW,39,N,WNW,7,4,Yes,5.8,Yes,16.8,1012.6,75.5,16.5
11.9,18.3,5.8,1,2.4,SW,41,ENE,WSW,7,7,Yes,0.4,No,16.2,1013.85,76.5,9.5
5.8,18.3,0.4,1.4,4.4,ENE,20,NNE,NNW,1,7,No,0,No,14.3,1019.7,67,8
10,20,0,1,6.6,W,22,NNE,WNW,1,1,No,0,No,16.6,1021.2,62,10
7,21,0,1.8,8.2,WSW,24,NNE,SW,2,2,No,0,No,15.25,1026.25,69,11
6.7,22.3,0,1.4,9.1,N,19,NNE,N,1,1,No,0,No,17.05,1031.65,56,7.5
4.4,22.8,0,2,9.2,N,31,NNE,N,0,0,No,0,No,17.4,1031,40,6.5
4.6,22.5,0,2.6,9.1,N,30,NNE,WNW,0,0,No,0,No,17.1,1023.9,38,9.5
2.2,21.6,0,2.4,9.1,W,28,NNE,WSW,1,1,No,3,Yes,16.4,1018.7,40,15.5
9.4,17.4,3,3,3.8,SSW,39,NNE,SSW,8,7,Yes,1,No,14.3,1019.5,76.5,11
3.9,17.3,1,0.6,7.3,SSW,37,N,S,7,1,No,0,No,12.85,1023.95,62,15.5
3.8,17.6,0,1.6,8.7,NE,28,ENE,WNW,1,2,No,0,No,12.9,1023.65,52.5,9.5
4.8,17,0,2.2,7.4,E,39,ENE,SE,6,1,No,0,No,12.8,1024.4,42,17.5
3.7,16.7,0,2.2,9.3,ESE,33,NE,E,1,1,No,0,No,12.5,1030.15,52,12
2.5,18.5,0,2,9.2,ENE,31,ENE,NE,1,7,No,0,No,13.3,1027.9,40.5,12
3.4,19.6,0,2.4,3.3,W,39,N,NNW,6,7,No,25.4,Yes,13.3,1017.55,61,13
8.5,19.5,25.4,2.8,6.6,ENE,20,NE,N,6,2,Yes,0,No,15.2,1016.2,74.5,10
7,15,0,5.7,1,NNE,28,NE,NE,6,7,No,2.2,Yes,12.7,1013.25,84,9
9.9,19.4,2.2,1.2,7.3,WSW,28,SSW,SW,7,2,Yes,0,No,14.9,1015.4,75,12
5.6,20.9,0,0.6,8,NW,39,NNE,NNW,7,3,No,0.6,No,15.05,1016.95,64,16.5
9.6,20.4,0.6,1.4,1.4,N,30,N,N,7,7,No,0,No,17.25,1017.45,64.5,14
11.2,22.2,0,0.8,4.5,NW,48,N,NW,7,7,No,10.4,Yes,18.8,1014.65,61,24
11.9,18,10.4,2.6,2.2,SW,78,N,W,7,4,Yes,12.2,Yes,14.6,1008.9,82,25.5
8.7,15,12.2,2.4,8.5,SSW,57,S,SSW,1,3,Yes,0,No,12.3,1020.4,54,25
-0.3,16.1,0,2.6,7.9,SSE,39,ENE,SSE,1,5,No,0,No,11.6,1026.15,63.5,7.5
3.5,16.6,0,2,9,ENE,41,E,ESE,1,6,No,0,No,13.3,1031.6,53.5,13.5
1.6,16.4,0,2.4,9,ENE,41,E,E,1,3,No,0,No,12.75,1032.7,59.5,20
0.9,16,0,2.6,7.2,ENE,33,ENE,ESE,7,7,No,0,No,10.45,1027.65,65,3
5.5,18.7,0,1.8,9,NNE,44,NNE,NNE,4,1,No,0,No,14.95,1021.7,42,19.5
7.5,23.5,0,2.2,6.7,N,67,NNE,NNW,1,5,No,16,Yes,19.2,1015.9,33.5,28.5
11.7,19.2,16,2.8,8.8,W,41,WSW,W,1,7,Yes,2.4,Yes,17.2,1021.25,55.5,16.5
9.8,21.2,2.4,3.6,8.8,NNW,39,NNE,NNW,2,3,Yes,17,Yes,16.45,1018.05,59,19.5
12.6,17.1,17,4,2.6,WNW,72,NW,WNW,6,7,Yes,19.4,Yes,12.65,1006,78,24
7.9,18.8,19.4,2.8,6.4,W,70,WSW,SW,6,7,Yes,2.4,Yes,16.4,1009.5,77,33
8.1,19.3,2.4,2.4,6.2,WSW,43,NNE,W,2,6,Yes,0,No,15.05,1021.85,78.5,10
6.5,18.2,0,2.4,3.5,SW,28,NW,WSW,5,7,No,0.8,No,14.25,1024.65,78.5,14
8.2,20.2,0.8,2,5,NW,33,NW,W,7,5,No,6.4,Yes,15.15,1020.95,72,9
11.5,19.9,6.4,2.6,4.9,SW,37,NNE,WSW,6,7,Yes,1,No,16,1018.85,82.5,15
12.1,20.9,1,2,8.1,WNW,31,N,W,7,4,No,0,No,16.9,1021.9,75,14.5
7.4,20.6,0,3,8.6,SW,26,N,WSW,5,2,No,0,No,16.95,1026.8,67.5,7.5
7.8,21.4,0,3.2,9.7,ENE,22,NE,N,1,1,No,0,No,16.85,1025.05,63,9.5
7,22.7,0,2.2,9.7,NW,41,NNE,WNW,0,4,No,5,Yes,17,1016.75,62,17.5
13.2,22.2,5,3.4,6.8,WNW,54,NNE,WNW,7,6,Yes,15.8,Yes,18.75,1014.55,74,21
14.9,21.8,15.8,2,3.4,NNW,46,NNW,NW,8,7,Yes,2.8,Yes,18.85,1015,82.5,19.5
16.6,22.1,2.8,1.6,3,NNW,61,N,NNW,4,7,Yes,35.4,Yes,19.95,1012.25,75,29.5
15.7,17.8,35.4,1.8,1.5,SW,48,NW,WSW,8,7,Yes,12.2,Yes,16,1011.6,91,21
9.7,19.4,12.2,1.2,5,NW,31,NE,W,7,5,Yes,2.8,Yes,16.4,1018.1,73,13
10.6,19.4,2.8,1.6,8.5,W,63,N,WNW,3,4,Yes,4.2,Yes,16.8,1016.8,76.5,19.5
9.9,18.6,4.2,1.6,8.6,WSW,41,SW,WSW,3,3,Yes,0.4,No,16.1,1018.7,63.5,18.5
9.4,19.9,0.4,4,3.5,WNW,50,N,WNW,5,7,No,0.8,No,16.35,1018.35,66,18.5
14,19,0.8,3.4,5.2,W,52,W,SW,7,3,No,8.8,Yes,17.1,1016.4,67.5,29
7.7,20.2,8.8,3,7.1,WNW,37,NNE,W,5,3,Yes,1,No,15.7,1019.6,62,15.5
11.7,18.6,1,1.6,2.6,SW,81,WNW,SW,7,7,No,16,Yes,16.2,1010.9,72.5,32.5
5.4,16.9,16,3.4,7.1,WSW,52,WSW,W,6,5,Yes,4.6,Yes,13.8,1018.05,70,19
10.2,18.8,4.6,2.8,6,SW,48,NNW,W,5,5,Yes,0.8,No,16.1,1019.5,66,16.5
8.5,18.7,0.8,2.6,6.4,ENE,28,N,N,3,7,No,0,No,15.9,1022.75,65.5,6.5
10,21.1,0,1.8,10.4,ENE,33,ENE,SSE,1,3,No,0,No,17.05,1024.2,53.5,12
3.9,19.4,0,2.6,9.7,W,33,NNE,SW,1,4,No,0,No,15.5,1026.8,64,12
7.8,20.2,0,2.6,10.4,SSW,35,ENE,SSW,1,1,No,0,No,17.2,1028.35,57,9.5
5.5,22.2,0,3.4,10,E,30,ENE,NE,1,2,No,0,No,17.9,1028.55,55,4.5
7.1,24.5,0,3.2,10.5,ENE,30,ENE,NE,0,0,No,0,No,19.3,1023.65,42.5,12.5
6.5,26.1,0,3.2,10,W,31,NE,W,0,5,No,0,No,20.8,1016.45,34.5,15
10.4,20.4,0,3.2,0.9,N,43,ENE,NNE,7,7,No,6.8,Yes,17.35,1008.95,59,16
12.4,18.2,6.8,1.2,8.2,SW,50,W,WSW,6,6,Yes,2,Yes,16.15,1014.75,77,17.5
8.6,16.4,2,3,1.2,NE,31,NNE,WSW,7,7,Yes,25.4,Yes,13,1013.9,89.5,13
8.3,18.7,25.4,2.6,8.4,WSW,37,NNE,WSW,2,4,Yes,0,No,16.05,1013,66.5,13.5
8.7,20.3,0,4.6,8.4,NW,46,N,NW,1,7,No,6.4,Yes,16.75,1010.9,60,23
11.3,20.1,6.4,1.4,5.9,NW,59,NW,WNW,4,6,Yes,8.4,Yes,18.25,1007.75,68.5,32.5
14.9,21.3,8.4,4.6,5.7,WNW,63,NW,NW,6,4,Yes,0.4,No,19.85,1008.2,65,38
13.5,22.7,0.4,1.6,2.2,NW,43,N,NW,7,7,No,0,No,19.35,1017.05,66.5,18.5
16,22.7,0,2,2.4,W,24,N,W,8,5,No,0,No,20.25,1018.2,70.5,14
11.8,21.4,0,0.6,3.8,NW,72,N,NW,3,8,No,8.2,Yes,17.6,1012.7,83.5,25
8.9,18.2,8.2,4.6,10.2,SW,56,SW,WSW,2,1,Yes,0,No,16.65,1024.45,39.5,21
8.5,20.3,0,3.4,9,SSW,35,N,SW,5,3,No,0,No,17.25,1025.8,51,10
4.3,22.4,0,3.2,10.3,E,31,SE,ENE,0,0,No,42.6,Yes,18.9,1022.55,41.5,10.5
11.1,18.1,42.6,7,1.6,E,37,NW,WSW,7,6,Yes,2.2,Yes,14.65,1014.8,81,14.5
6.6,20.7,2.2,1.6,10,SSW,31,NNE,SW,1,7,Yes,0,No,17.25,1019.8,62.5,10.5
6.3,22.7,0,4.2,9.8,NW,31,NE,N,1,4,No,0,No,17.85,1017.5,55.5,11
9.8,21.5,0,3.4,3.2,NNW,37,NNE,W,7,8,No,18.4,Yes,16.35,1008.3,78.5,17
12.6,17.7,18.4,2.8,5.2,WSW,72,WNW,WNW,5,5,Yes,11.2,Yes,15.35,1005.3,76.5,28.5
13.2,19.5,11.2,1.4,6.6,WSW,56,WSW,WSW,6,3,Yes,0.4,No,17.4,1016.25,59,24
11.9,20.1,0.4,3.2,2.3,N,33,N,NE,8,7,No,26.8,Yes,15.8,1013.35,85,15
11.4,16.6,26.8,3,2.9,SW,74,SW,SW,5,7,Yes,3.8,Yes,14.8,1004.15,87.5,27
11,17.8,3.8,2.4,10.2,SSW,52,S,WSW,3,3,Yes,0,No,15.4,1017.1,56,30.5
5.9,21.8,0,1.6,7,NNW,81,N,NNW,5,8,No,11,Yes,17.1,1010.8,61.5,33.5
8.7,17.4,11,4.6,7.2,WSW,59,SSW,SSW,7,7,Yes,1,No,14.85,1017.65,52,26
10.8,19.7,1,2.6,6.2,WNW,61,NW,WNW,5,6,No,2.2,Yes,16.05,1013.25,76,24
14.8,20.3,2.2,4.2,4.3,NW,43,SW,NW,7,3,Yes,1,No,17.65,1014.2,67,15.5
11.6,21.3,1,2.4,5.5,W,61,N,WNW,6,7,No,1.4,Yes,16.3,1011.3,88,18
8.9,21.9,1.4,2.4,11,NW,56,N,NW,3,2,Yes,13.6,Yes,19.2,1012.2,61,26.5
13.5,18.3,13.6,5.8,6.4,NW,85,W,NW,4,8,Yes,12.2,Yes,15.45,1004.4,67,22.5
13.3,20.6,12.2,3.6,4.4,NW,80,WNW,WNW,4,8,Yes,2.2,Yes,18.65,1003.5,72.5,33
15.4,20.2,2.2,4,5.8,W,61,WNW,WSW,7,7,Yes,1.2,Yes,18.25,1009.35,52,32
13.7,19.2,1.2,4.4,10.1,W,48,WSW,WSW,4,3,Yes,0,No,17.45,1019.35,47,19.5
9.1,20.4,0,4,6.2,WSW,59,WNW,WSW,6,8,No,3.8,Yes,18.3,1016.7,64,31.5
7.6,19.7,3.8,3.4,9.5,SW,33,NNE,WSW,6,2,Yes,0,No,17.25,1020.95,55.5,14
8.2,20.5,0,4.2,9,NW,43,N,WNW,2,4,No,0,No,17.5,1015.35,58.5,18.5
11.1,20.6,0,3.8,2.1,WNW,57,NNE,NW,7,7,No,8.8,Yes,18.4,1007.65,72,21
9.4,17.3,8.8,3.6,10.2,S,39,S,SSW,4,3,Yes,0,No,15.05,1017.15,50.5,16
4,18.9,0,3,9.7,W,33,N,WSW,1,3,No,0,No,16.6,1022.7,54,14.5
10.4,26.3,0,4.2,11.3,NE,28,E,NE,0,0,No,0,No,21.4,1023.45,45,10
12.1,29,0,4.4,11.4,SW,39,NNW,WSW,2,1,No,0,No,25.45,1014.6,32.5,20.5
16.1,21.8,0,6.2,5.7,W,35,SW,WNW,7,7,No,0.6,No,18.55,1017.65,70,15
11,22.8,0.6,4.8,7.8,NW,56,NNW,WNW,7,7,No,1,No,20.45,1014.9,68.5,21.5
9.7,22.5,1,2.4,10.9,NW,44,NNE,WNW,6,4,No,0,No,20.15,1013.95,61,19.5
10.3,23.2,0,4.8,10,NW,39,NNE,W,2,1,No,0,No,20.8,1013.2,55.5,18.5
11.1,23.5,0,4.6,7.3,NW,44,NNW,W,3,7,No,10.8,Yes,19.45,1010.1,69.5,20.5
12.6,20.1,10.8,4,6.6,WSW,48,N,SW,8,3,Yes,0.4,No,16.45,1017.05,67,19.5
7.2,21.1,0.4,3.6,11.5,SSW,35,N,SW,2,1,No,0,No,18.5,1023.4,51.5,16.5
8.5,21.3,0,4,6.5,WSW,50,W,WSW,5,7,No,1.6,Yes,17.6,1017.1,69.5,24
9.7,19.2,1.6,4,9.8,S,43,S,SW,7,1,Yes,0,No,16,1021.5,50.5,23
6.5,21.9,0,5.2,11.7,E,48,E,SSE,1,1,No,0,No,18.4,1025.45,37,22
5.7,25.7,0,6,11.1,SSW,39,ENE,WSW,0,2,No,0,No,21.8,1021,28.5,16.5
6.6,21.2,0,6,9,W,35,WNW,WSW,2,7,No,1.8,Yes,18.85,1019.55,62,14.5
16.2,21.9,1.8,4.2,7.8,WSW,37,SW,W,7,2,Yes,0,No,19.5,1018.95,63.5,23
8.6,22,0,4.8,11.4,W,30,WSW,W,7,1,No,0,No,19.4,1019.55,56,14
12.7,23.2,0,5,10.9,WNW,37,NNW,WNW,7,3,No,0,No,20.7,1014.35,54,16.5
17.4,19.8,0,6,0.4,SSW,43,NW,SW,7,8,No,16,Yes,17,1011.85,75.5,28.5
9.8,19.8,16,2.2,9.7,S,41,SSE,SSE,6,2,Yes,0,No,16.85,1017.9,56.5,24
9.1,21.2,0,5,11.9,ESE,37,E,WSW,1,1,No,0,No,17.6,1023.2,39.5,23
10.3,24.7,0,5.8,12.3,ENE,50,ENE,SE,0,1,No,0,No,20.45,1022.8,35.5,20.5
11.3,26.9,0,6.8,12.6,E,74,E,ESE,0,1,No,0.2,No,22.35,1020.05,32,32.5
14,27.4,0.2,11.2,11.2,E,76,E,ESE,4,5,No,0,No,23.5,1013.85,30.5,30.5
13,24.2,0,9,11.4,NE,41,NNW,WSW,5,6,No,0,No,21.1,1015.1,53,15
11.9,25.6,0,6.8,8.8,W,35,S,WSW,7,2,No,0,No,21.95,1019.8,64.5,15
15,28.8,0,6.2,12.4,SSW,39,E,SW,1,6,No,0,No,24.35,1021.15,47.5,23.5
14.3,29.3,0,7,12.6,ESE,56,E,SW,0,0,No,0,No,24.1,1021.3,43,23
13.9,31.9,0,8.4,12.5,E,57,ENE,WSW,0,1,No,0,No,26.85,1017.5,41.5,21
18.1,37.1,0,9.6,12.7,E,57,NE,W,1,1,No,0,No,31.05,1011.75,27.5,19
14.4,26,0,8,10,W,33,SW,SSW,6,7,No,0,No,23.8,1015.95,52.5,14.5
14.4,27.7,0,7.8,12.1,SW,39,S,SW,1,1,No,0,No,23.55,1017.05,53.5,22
16.6,29.8,0,7.4,11.4,E,56,ESE,SE,5,5,No,0,No,25,1019.3,41,31.5
14.8,33.2,0,11,11.3,E,57,E,E,6,3,No,0,No,25.65,1017.1,38.5,25
19.4,33.2,0,8,7.3,WNW,39,ENE,WNW,6,3,No,0,No,29.8,1013.05,37.5,20.5
18.3,24.1,0,7.2,6,WSW,44,SW,SW,6,7,No,0,No,21.1,1015.95,62,23
12.4,25,0,6.2,8.5,SSW,48,E,SSW,7,7,No,0,No,21.25,1016.75,47,23
14.2,27.5,0,5.4,12.3,E,52,E,SE,2,2,No,0,No,23.4,1018.8,41.5,15.5
14.1,29.5,0,8,12.7,E,61,E,SSE,0,1,No,0,No,25,1018.5,33,16.5
12.4,33.1,0,10,13.1,E,50,ENE,SE,0,0,No,0,No,28.8,1017.1,22.5,13
15.3,36.9,0,10.8,13.1,E,61,NE,N,0,5,No,0,No,32.15,1013.45,13.5,21.5
10.7,31.5,0,9.4,11.1,SW,37,WSW,WSW,1,2,No,0,No,27.6,1013.25,33.5,13.5
15.1,29.4,0,9.2,12.8,SW,43,S,SW,1,1,No,0,No,24.5,1011.8,51.5,25
13.9,30.7,0,9.4,12.7,SSW,44,SSE,S,1,0,No,0,No,25.75,1012.35,37.5,19.5
15.1,32.8,0,8.4,13,ESE,50,ESE,SE,1,2,No,0,No,27.4,1014,32.5,19.5
15.8,33.6,0,11.6,13.1,E,61,ENE,E,0,0,No,0,No,28.05,1013.4,25.5,30.5
20.2,37.2,0,13,13,E,65,ENE,WNW,4,2,No,0,No,31.15,1010.05,24.5,27
16.9,28.9,0,9.2,8.4,SW,35,WNW,WSW,6,2,No,0,No,25.4,1010.5,58.5,18.5
15.4,24.7,0,7.4,7.5,SE,54,ESE,E,7,7,No,0,No,23,1011.85,42,30.5
11.6,25.6,0,8.8,13,ESE,61,E,E,4,0,No,0,No,21.45,1013.7,31,35
12.9,28.2,0,10.8,12.8,ESE,61,E,E,4,0,No,0,No,23.55,1010.05,29,34
15.7,31.5,0,10.8,12.6,E,54,ENE,ENE,5,1,No,0,No,27.3,1006.55,28.5,22
19.9,32,0,9.4,10.7,ENE,48,NE,W,2,2,No,0,No,27.3,1005.85,45.5,26
14.2,27.6,0,8,12.4,WSW,39,NNW,WNW,1,1,No,0,No,24.8,1006.05,52.5,16.5
17.9,25.2,0,8.2,7.4,WSW,41,W,SW,6,7,No,0.2,No,20.8,1008.35,69.5,25
9.2,25.5,0.2,5.8,9.6,WSW,48,SE,WSW,3,1,No,0,No,22.1,1011.2,40,19.5
11.1,29.5,0,8,12.9,SW,43,E,SW,1,1,No,0,No,25,1008.5,37.5,25.5
16.3,31,0,8.8,12.9,ENE,50,ENE,W,0,1,No,0,No,27.25,1006.15,37.5,22
19.1,31.6,0,10,11.9,NE,48,NE,W,0,1,No,0,No,26.05,1007.75,53,24
16.7,25.1,0,8,7.3,WNW,61,NNW,W,5,6,No,6,Yes,20.65,1006.05,68.5,22.5
14.4,23.3,6,4.4,11.1,WSW,56,WSW,WSW,5,5,Yes,0.4,No,21.35,1008.35,50.5,28
15.4,24.8,0.4,6.6,11.2,WSW,39,SSW,WSW,6,2,No,0,No,22.25,1014.95,54.5,16.5
11.1,24.2,0,7.6,12.6,SW,44,SSE,SW,2,1,No,0,No,21.9,1016.4,41.5,24
10.1,25.1,0,9,12.7,SSW,50,S,SW,1,0,No,0,No,21.65,1019.6,35.5,29.5
13,28.1,0,9.8,12.8,ESE,54,ESE,SE,1,0,No,0,No,23.05,1020.3,30.5,26
13.4,32.2,0,10.8,11.2,E,74,ENE,ENE,1,5,No,0.4,No,26.65,1013.8,21,30.5
18.2,33.8,0.4,10.4,10.9,NE,50,NNE,SW,3,7,No,0,No,30.6,1004.7,28.5,29
17.1,28,0,9.4,10.9,W,37,NW,W,6,7,No,0,No,25.1,1008,59,15
16.5,25.6,0,8,10.9,SSW,44,E,WSW,5,1,No,0,No,22.1,1015.15,43,23.5
14.3,29.2,0,8.6,13.3,WSW,46,E,SE,0,0,No,0,No,24.35,1017.8,32.5,16.5
15.5,32.5,0,9.4,13.3,E,54,E,E,1,2,No,0,No,26.65,1015.3,29,25
17.1,33.6,0,12.6,13,E,57,E,WSW,1,1,No,0,No,28.75,1015.8,29.5,24
16.9,36.2,0,12,13.2,E,50,ENE,SW,0,1,No,0,No,31.5,1013.2,21,22.5
19.4,39.1,0,13.8,13.3,E,56,E,WSW,1,1,No,0,No,32.55,1012.25,22.5,26
17,40.3,0,11.4,13.3,ENE,37,ENE,W,1,1,No,0,No,34.1,1011.45,20,21.5
15.7,38.3,0,12,13.2,SSW,35,W,SSW,1,1,No,0,No,34.1,1010.4,22.5,16
21,37.7,0,14.4,10.2,E,59,NE,SW,6,7,No,0,No,33.65,1009.2,18,16.5
15.6,29.6,0,9.4,10.9,WSW,33,WNW,WSW,6,8,No,0,No,26.7,1008.75,55,17.5
19,29.4,0,9.2,9,ESE,46,S,SW,7,7,No,0,No,25.25,1011.75,52,24.5
17.7,31.6,0,9.8,9.9,S,48,ESE,SW,7,6,No,0,No,25.55,1013.35,41,20.5
15.9,28.2,0,8,13.2,E,52,SE,ESE,1,1,No,0,No,24.6,1018.65,31,24
13.4,28.2,0,11,12.7,E,57,E,ENE,7,0,No,0,No,23.65,1019.5,31.5,24
14.1,29.5,0,10.2,11,E,52,E,SW,2,7,No,0,No,25.05,1017.25,32.5,20
9.9,33.7,0,9,12.6,SW,39,ENE,SW,1,1,No,0,No,29.8,1014.3,21.5,17.5
11.7,29.4,0,8.4,11.8,SW,48,SSW,SW,1,6,No,0,No,25.9,1011.15,44.5,18.5
16,32,0,8,13,SW,39,ENE,SSW,7,6,No,0,No,26.65,1011.95,40.5,23.5
10.8,28.4,0,9.6,13.9,WSW,37,SW,W,0,0,No,0,No,24.95,1010.2,47,21.5
18.7,29.2,0,10.2,11.2,WSW,46,SW,SW,7,1,No,0,No,25.6,1012.6,50.5,25
16.2,33.2,0,9,13.3,E,48,E,WSW,1,1,No,0,No,26.9,1013.05,35,24
15,35.4,0,10.8,13.3,SW,43,S,WSW,1,0,No,0,No,29.25,1008,34,24
18,32.3,0,10.4,13.3,W,35,ENE,W,0,0,No,0,No,26.7,1006.45,44.5,21.5
17.6,26.5,0,8.6,10.6,SSW,52,WSW,SW,5,4,No,0,No,23.75,1005.6,52.5,26
12.8,26.8,0,9,12.6,SW,44,S,SW,4,1,No,0,No,23.4,1009.55,43.5,22.5
9.6,25.8,0,9.2,7.9,SW,46,SW,SW,7,5,No,0,No,22.8,1017.45,46.5,19.5
13.8,28.1,0,7.2,13.1,WSW,44,ESE,SW,0,0,No,0,No,23.55,1020.15,36.5,22
13,28.6,0,9.4,13.2,WSW,43,SE,SW,1,1,No,0,No,24.4,1017,37,22
15.9,32.5,0,9.8,13,ENE,52,E,SSE,0,0,No,0,No,26.2,1016.25,34,16.5
16.4,39,0,10.2,12.6,E,61,ENE,WSW,1,2,No,0,No,33.05,1009.75,23.5,28
16.9,27,0,11,12.6,WSW,44,W,WSW,1,1,No,0,No,25.1,1014,59,25
15.7,29.7,0,10,11.8,WSW,39,S,SW,2,7,No,0,No,25.2,1016.5,48.5,24.5
15.6,30.1,0,8,13.2,SSW,46,SSW,SW,0,0,No,0,No,25.95,1015.4,48,18.5
16.4,35.7,0,9.8,13.2,SW,41,E,SW,0,0,No,0,No,29.9,1015.9,37,26
20.6,43.5,0,12,13.1,E,54,E,ESE,0,0,No,0,No,36.1,1013.1,21,21.5
28.5,43,0,16,12.2,E,61,N,SW,1,1,No,0,No,37.05,1007.65,19,27.5
20.7,28.6,0,13.2,9.4,SW,48,S,SW,7,4,No,0,No,25,1010.25,53.5,26
14.5,27.8,0,10.2,13.1,W,44,SE,SW,0,0,No,0,No,24.3,1011.35,41.5,18.5
14.5,26.2,0,9.4,12.4,WSW,48,NNW,WSW,2,3,No,0.4,No,23.85,1008.55,48.5,18.5
18.1,25.9,0.4,9.6,13,SW,48,SSW,SW,4,1,No,0,No,23.5,1012.4,41.5,24.5
15.6,32.6,0,10,13.1,SE,48,E,WSW,0,0,No,0,No,26.35,1012.4,39.5,25
14.1,38.2,0,9.4,13.2,ENE,43,ENE,WSW,0,0,No,0,No,32.25,1011,26,23
19,40,0,13.2,13.1,SW,52,E,S,0,0,No,0,No,34.55,1009.5,21,22.5
20.6,38.7,0,13.4,13.1,ESE,59,E,ESE,0,0,No,0,No,32.5,1008.55,28.5,25
19.6,37.9,0,15.2,13.2,ENE,57,ENE,ESE,0,0,No,0,No,31.5,1006.9,32,29.5
23.4,37.1,0,11,13,SE,56,ENE,ESE,1,4,No,0,No,33.25,1005.3,32.5,28
22.6,37.2,0,12,13.1,ESE,59,SE,SSE,1,3,No,0,No,32.5,1006.95,35.5,27.5
23.2,32.7,0,13.4,9.3,E,61,E,E,7,2,No,0,No,28.3,1013.05,42.5,32
24.5,37.2,0,11.4,10.9,ENE,44,ENE,N,6,3,No,0,No,31.65,1008.45,43.5,18.5
22.5,32.3,0,10.6,12.9,WSW,41,SSW,SW,1,1,No,0,No,29.05,1009.45,47,25.5
15.5,26.9,0,10.2,11.2,SW,54,SSW,SW,5,1,No,0,No,24.65,1010.95,49,25
15.5,31.6,0,9.2,13.1,E,52,ESE,SE,0,0,No,0,No,25.95,1015.85,30,25
16.6,34.2,0,11.6,13,ESE,52,E,WSW,0,1,No,0,No,28,1011.4,34.5,27
17.4,35.5,0,10.6,13,SW,31,ESE,SW,2,1,No,0,No,31.2,1008.4,33,15
20,30.3,0,9.6,10.7,SW,43,NNW,WSW,6,1,No,0,No,27.35,1006.8,52,20.5
17.2,29.9,0,9.2,12.9,SW,48,SSW,SW,1,1,No,0,No,25.75,1007.35,49,26
16.7,32.3,0,10,12.9,ESE,63,SE,SE,1,0,No,0,No,27.5,1011.35,34,24
17.2,33.9,0,11.4,13,E,61,E,E,1,0,No,0,No,27.3,1013.6,29,33.5
21.5,37.9,0,12,12.8,ENE,44,ENE,SSE,1,1,No,0,No,33.25,1009.8,26,21
20,33.3,0,12,12.7,SW,39,SSW,SW,3,2,No,0,No,29.35,1010.1,42.5,17.5
20,33.3,0,9.6,12.7,WSW,39,SSE,W,1,1,No,0,No,29.35,1010.85,45.5,17.5
19.5,31.5,0,10.8,12.7,SW,48,ESE,SW,0,0,No,0,No,26.85,1010.8,44.5,25
14.4,30.7,0,10.6,12.8,E,56,SSE,SW,1,0,No,0,No,25.25,1013.8,36,26
15.2,33.7,0,10.4,12.6,E,54,E,ENE,0,1,No,0,No,26.55,1011.7,28.5,23
17,31.5,0,9.4,12.6,SW,48,SSW,SW,1,1,No,0,No,26.4,1006.6,40.5,26.5
17.5,33.2,0,10.4,12.5,E,59,SE,ESE,2,1,No,0,No,27.5,1007.3,39,30.5
20.3,33.7,0,11.8,11.1,E,52,E,ESE,5,5,No,0,No,28.4,1006.65,43.5,22
20.5,35,0,9.4,12.6,SSE,56,ESE,ESE,1,1,No,0,No,28.8,1009.2,45,23.5
19.5,32.4,0,10.4,12.6,E,41,E,W,0,1,No,0,No,28,1008.25,45.5,22.5
15.7,32.2,0,8.8,12.6,W,35,SE,W,1,1,No,0,No,28.1,1006.8,40,12.5
13.3,31.3,0,10,7.5,SW,43,S,SW,2,6,No,0,No,24.75,1011.55,54,23.5
17.6,34.1,0,7.6,12.4,E,37,E,W,1,4,No,0,No,28,1015.2,43.5,25
18,35.4,0,10,12.5,E,59,E,E,0,0,No,0,No,29.3,1015.8,26.5,19
17.3,36.7,0,12,12.6,E,63,ENE,SSE,0,0,No,0,No,30,1013.95,28.5,21.5
21.5,37.3,0,13,12.3,E,59,ENE,ESE,4,3,No,0,No,31.4,1015.3,23.5,20.5
19.6,35,0,13.8,12.2,E,70,ENE,ENE,1,1,No,0,No,30.45,1017.6,24,34
24.1,35,0,12,10.8,NE,44,ENE,NNE,1,3,No,0,No,31.2,1016.8,24.5,21.5
20.1,35.5,0,10,12.2,SW,44,ENE,SW,0,1,No,0,No,31.85,1014.8,25.5,21.5
14.8,34.9,0,10.6,12.2,SSW,39,SW,SW,0,0,No,0,No,30.9,1015.6,27.5,18.5
19.8,32.3,0,12,12.2,E,59,ESE,SSE,1,0,No,0,No,27.95,1018.4,34,20.5
15.9,30.5,0,10.8,12.2,ESE,56,ENE,E,0,0,No,0,No,24.85,1018.75,30,29.5
17.1,34.9,0,12.2,12.1,E,59,ENE,SSW,0,0,No,0,No,29.1,1016.45,24.5,19.5
17.1,36.7,0,9,12.1,ENE,41,ENE,E,0,0,No,0,No,32.05,1016.4,16.5,21.5
20,38.2,0,11,11.9,NE,39,NE,WSW,0,0,No,0,No,33.75,1014.4,15,20.5
